DATE,TIME,1MIN,6MIN,ALTERNATE,PREDICTED,RESIDUAL
3/11/2011,13:53,1.03,-,-,0.35,0.68
3/11/2011,13:54,1.17,1.1,1.25,0.35,0.82
3/11/2011,13:55,1.27,-,-,0.35,0.92
3/11/2011,13:56,1.33,-,-,0.35,0.98
3/11/2011,13:57,1.35,-,-,0.35,1
3/11/2011,13:58,1.28,-,-,0.35,0.93
3/11/2011,13:59,1.14,-,-,0.35,0.79
3/11/2011,14:00,0.94,1.03,1.9,0.35,0.59
3/11/2011,14:01,0.68,-,-,0.35,0.33
3/11/2011,14:02,0.39,-,-,0.35,0.04
3/11/2011,14:03,0.05,-,-,0.35,-0.3
3/11/2011,14:04,-0.27,-,-,0.35,-0.62
3/11/2011,14:05,-0.57,-,-,0.35,-0.92
3/11/2011,14:06,-0.83,-0.7,1.84,0.35,-1.18
3/11/2011,14:07,-1.06,-,-,0.35,-1.41
3/11/2011,14:08,-1.23,-,-,0.35,-1.58
3/11/2011,14:09,-1.32,-,-,0.35,-1.67
3/11/2011,14:10,-1.3,-,-,0.35,-1.65
3/11/2011,14:11,-1.12,-,-,0.35,-1.47
3/11/2011,14:12,-0.78,-0.92,0.11,0.35,-1.13
3/11/2011,14:13,-0.35,-,-,0.35,-0.7
3/11/2011,14:14,0.08,-,-,0.35,-0.27
3/11/2011,14:15,0.45,-,-,0.35,0.1
3/11/2011,14:16,0.75,-,-,0.36,0.39
3/11/2011,14:17,0.97,-,-,0.36,0.61
3/11/2011,14:18,1.07,1,-0.15,0.36,0.71
3/11/2011,14:19,1.03,-,-,0.36,0.67
3/11/2011,14:20,0.89,-,-,0.36,0.53
3/11/2011,14:21,0.71,-,-,0.36,0.35
3/11/2011,14:22,0.61,-,-,0.36,0.25
3/11/2011,14:23,0.55,-,-,0.36,0.19
3/11/2011,14:24,0.6,0.59,1.75,0.36,0.24
3/11/2011,14:25,0.75,-,-,0.36,0.39
3/11/2011,14:26,1.02,-,-,0.36,0.66
3/11/2011,14:27,1.3,-,-,0.36,0.94
3/11/2011,14:28,1.49,-,-,0.36,1.13
3/11/2011,14:29,1.48,-,-,0.36,1.12
3/11/2011,14:30,1.28,1.34,1.39,0.36,0.92
3/11/2011,14:31,0.93,-,-,0.36,0.57
3/11/2011,14:32,0.43,-,-,0.36,0.07
3/11/2011,14:33,-0.02,-,-,0.36,-0.38
3/11/2011,14:34,-0.4,-,-,0.36,-0.76
3/11/2011,14:35,-0.73,-,-,0.36,-1.09
3/11/2011,14:36,-0.96,-0.82,2.14,0.36,-1.32
3/11/2011,14:37,-1.09,-,-,0.36,-1.45
3/11/2011,14:38,-1.08,-,-,0.36,-1.44
3/11/2011,14:39,-0.86,-,-,0.36,-1.22
3/11/2011,14:40,-0.43,-,-,0.36,-0.79
3/11/2011,14:41,0.07,-,-,0.36,-0.29
3/11/2011,14:42,0.48,0.25,-0.02,0.36,0.12
3/11/2011,14:43,0.74,-,-,0.36,0.38
3/11/2011,14:44,0.89,-,-,0.36,0.53
3/11/2011,14:45,0.94,-,-,0.36,0.58
3/11/2011,14:46,0.94,-,-,0.36,0.58
3/11/2011,14:47,0.88,-,-,0.36,0.52
3/11/2011,14:48,0.81,0.84,1,0.36,0.45
3/11/2011,14:49,0.68,-,-,0.36,0.32
3/11/2011,14:50,0.52,-,-,0.36,0.16
3/11/2011,14:51,0.32,-,-,0.36,-0.04
3/11/2011,14:52,0.17,-,-,0.37,-0.2
3/11/2011,14:53,0.13,-,-,0.37,-0.24
3/11/2011,14:54,0.21,0.2,1.63,0.37,-0.16
3/11/2011,14:55,0.46,-,-,0.37,0.09
3/11/2011,14:56,0.73,-,-,0.37,0.36
3/11/2011,14:57,0.97,-,-,0.37,0.6
3/11/2011,14:58,1.19,-,-,0.37,0.82
3/11/2011,14:59,1.34,-,-,0.37,0.97
3/11/2011,15:00,1.37,1.31,0.99,0.37,1
3/11/2011,15:01,1.16,-,-,0.37,0.79
3/11/2011,15:02,0.84,-,-,0.37,0.47
3/11/2011,15:03,0.51,-,-,0.37,0.14
3/11/2011,15:04,0.18,-,-,0.37,-0.19
3/11/2011,15:05,-0.07,-,-,0.37,-0.44
3/11/2011,15:06,-0.3,-0.18,2.1,0.37,-0.67
3/11/2011,15:07,-0.43,-,-,0.37,-0.8
3/11/2011,15:08,-0.49,-,-,0.37,-0.86
3/11/2011,15:09,-0.45,-,-,0.37,-0.82
3/11/2011,15:10,-0.26,-,-,0.37,-0.63
3/11/2011,15:11,0.03,-,-,0.37,-0.34
3/11/2011,15:12,0.26,0.11,0.62,0.37,-0.11
3/11/2011,15:13,0.29,-,-,0.37,-0.08
3/11/2011,15:14,0.11,-,-,0.37,-0.26
3/11/2011,15:15,-0.11,-,-,0.37,-0.48
3/11/2011,15:16,-0.3,-,-,0.37,-0.67
3/11/2011,15:17,-0.31,-,-,0.37,-0.68
3/11/2011,15:18,-0.11,-0.17,0.89,0.37,-0.48
3/11/2011,15:19,0.21,-,-,0.37,-0.16
3/11/2011,15:20,0.28,-,-,0.37,-0.09
3/11/2011,15:21,0.41,-,-,0.37,0.04
3/11/2011,15:22,0.75,-,-,0.37,0.38
3/11/2011,15:23,1.18,-,-,0.37,0.81
3/11/2011,15:24,1.39,1.24,0.62,0.37,1.02
3/11/2011,15:25,1.41,-,-,0.37,1.04
3/11/2011,15:26,1.17,-,-,0.37,0.8
3/11/2011,15:27,0.8,-,-,0.37,0.43
3/11/2011,15:28,0.48,-,-,0.37,0.11
3/11/2011,15:29,0.18,-,-,0.37,-0.19
3/11/2011,15:30,-0.03,0.1,2.01,0.37,-0.4
3/11/2011,15:31,-0.07,-,-,0.37,-0.44
3/11/2011,15:32,-0.14,-,-,0.37,-0.51
3/11/2011,15:33,-0.06,-,-,0.37,-0.43
3/11/2011,15:34,0.25,-,-,0.37,-0.12
3/11/2011,15:35,0.66,-,-,0.37,0.29
3/11/2011,15:36,0.84,0.71,0.9,0.37,0.47
3/11/2011,15:37,0.86,-,-,0.37,0.49
3/11/2011,15:38,0.72,-,-,0.37,0.35
3/11/2011,15:39,0.43,-,-,0.37,0.06
3/11/2011,15:40,0.13,-,-,0.37,-0.24
3/11/2011,15:41,-0.16,-,-,0.37,-0.53
3/11/2011,15:42,-0.41,-0.27,1.49,0.37,-0.78
3/11/2011,15:43,-0.6,-,-,0.37,-0.97
3/11/2011,15:44,-0.71,-,-,0.37,-1.08
3/11/2011,15:45,-0.6,-,-,0.37,-0.97
3/11/2011,15:46,-0.27,-,-,0.37,-0.64
3/11/2011,15:47,0.17,-,-,0.37,-0.2
3/11/2011,15:48,0.68,0.43,0.52,0.37,0.31
3/11/2011,15:49,1.07,-,-,0.37,0.7
3/11/2011,15:50,1.08,-,-,0.37,0.71
3/11/2011,15:51,0.97,-,-,0.37,0.6
3/11/2011,15:52,0.83,-,-,0.37,0.46
3/11/2011,15:53,0.66,-,-,0.37,0.29
3/11/2011,15:54,0.37,0.5,1.21,0.37,0
3/11/2011,15:55,0.09,-,-,0.37,-0.28
3/11/2011,15:56,-0.04,-,-,0.37,-0.41
3/11/2011,15:57,-0.01,-,-,0.37,-0.38
3/11/2011,15:58,0.15,-,-,0.37,-0.22
3/11/2011,15:59,0.29,-,-,0.37,-0.08
3/11/2011,16:00,0.53,0.43,1.3,0.37,0.16
3/11/2011,16:01,0.84,-,-,0.37,0.47
3/11/2011,16:02,0.99,-,-,0.37,0.62
3/11/2011,16:03,0.79,-,-,0.37,0.42
3/11/2011,16:04,-,-,-,0.36,-
3/11/2011,16:05,-,-,-,0.36,-
3/11/2011,16:06,-,0.19,1.21,0.36,-
3/11/2011,16:07,-,-,-,0.36,-
3/11/2011,16:08,-,-,-,0.36,-
3/11/2011,16:09,-,-,-,0.36,-
3/11/2011,16:10,-,-,-,0.36,-
3/11/2011,16:11,-,-,-,0.36,-
3/11/2011,16:12,-,0.44,0.99,0.36,-
3/11/2011,16:13,-,-,-,0.36,-
3/11/2011,16:14,-,-,-,0.36,-
3/11/2011,16:15,-,-,-,0.36,-
3/11/2011,16:16,-,-,-,0.36,-
3/11/2011,16:17,-,-,-,0.36,-
3/11/2011,16:18,-,0.62,1.21,0.36,-
3/11/2011,16:19,-,-,-,0.36,-
3/11/2011,16:20,-,-,-,0.36,-
3/11/2011,16:21,-,-,-,0.36,-
3/11/2011,16:22,0.43,-,-,0.36,0.07
3/11/2011,16:23,0.37,-,-,0.36,0.01
3/11/2011,16:24,0.42,0.4,1.42,0.36,0.06
3/11/2011,16:25,0.43,-,-,0.36,0.07
3/11/2011,16:26,0.43,-,-,0.36,0.07
3/11/2011,16:27,0.33,-,-,0.36,-0.03
3/11/2011,16:28,0.19,-,-,0.36,-0.17
3/11/2011,16:29,0.18,-,-,0.36,-0.18
3/11/2011,16:30,0.17,0.15,1.19,0.36,-0.19
3/11/2011,16:31,0.04,-,-,0.36,-0.32
3/11/2011,16:32,-0.07,-,-,0.36,-0.43
3/11/2011,16:33,-0.09,-,-,0.36,-0.45
3/11/2011,16:34,-0.03,-,-,0.35,-0.38
3/11/2011,16:35,0,-,-,0.35,-0.35
3/11/2011,16:36,0.03,0.02,0.95,0.35,-0.32
3/11/2011,16:37,0.15,-,-,0.35,-0.2
3/11/2011,16:38,0.28,-,-,0.35,-0.07
3/11/2011,16:39,0.26,-,-,0.35,-0.09
3/11/2011,16:40,0.16,-,-,0.35,-0.19
3/11/2011,16:41,0.15,-,-,0.35,-0.2
3/11/2011,16:42,0.2,0.18,0.81,0.35,-0.15
3/11/2011,16:43,0.22,-,-,0.35,-0.13
3/11/2011,16:44,0.19,-,-,0.35,-0.16
3/11/2011,16:45,0.22,-,-,0.35,-0.13
3/11/2011,16:46,0.3,-,-,0.35,-0.05
3/11/2011,16:47,0.35,-,-,0.35,0
3/11/2011,16:48,0.44,0.4,0.97,0.35,0.09
3/11/2011,16:49,0.56,-,-,0.35,0.21
3/11/2011,16:50,0.65,-,-,0.35,0.3
3/11/2011,16:51,0.6,-,-,0.35,0.25
3/11/2011,16:52,0.53,-,-,0.34,0.19
3/11/2011,16:53,0.51,-,-,0.34,0.17
3/11/2011,16:54,0.43,0.47,1.2,0.34,0.09
3/11/2011,16:55,0.37,-,-,0.34,0.03
3/11/2011,16:56,0.45,-,-,0.34,0.11
3/11/2011,16:57,0.49,-,-,0.34,0.15
3/11/2011,16:58,0.47,-,-,0.34,0.13
3/11/2011,16:59,0.48,-,-,0.34,0.14
3/11/2011,17:00,0.58,0.55,1.25,0.34,0.24
3/11/2011,17:01,0.7,-,-,0.34,0.36
3/11/2011,17:02,0.64,-,-,0.34,0.3
3/11/2011,17:03,0.54,-,-,0.34,0.2
3/11/2011,17:04,0.48,-,-,0.34,0.14
3/11/2011,17:05,0.38,-,-,0.34,0.04
3/11/2011,17:06,0.23,0.3,1.34,0.34,-0.11
3/11/2011,17:07,0.08,-,-,0.34,-0.26
3/11/2011,17:08,0,-,-,0.34,-0.34
3/11/2011,17:09,-0.12,-,-,0.34,-0.46
3/11/2011,17:10,-0.25,-,-,0.33,-0.58
3/11/2011,17:11,-0.36,-,-,0.33,-0.69
3/11/2011,17:12,-0.38,-0.35,1.09,0.33,-0.71
3/11/2011,17:13,-0.29,-,-,0.33,-0.62
3/11/2011,17:14,-0.14,-,-,0.33,-0.47
3/11/2011,17:15,0.06,-,-,0.33,-0.27
3/11/2011,17:16,0.19,-,-,0.33,-0.14
3/11/2011,17:17,0.38,-,-,0.33,0.05
3/11/2011,17:18,0.56,0.44,0.44,0.33,0.23
3/11/2011,17:19,0.52,-,-,0.33,0.19
3/11/2011,17:20,0.46,-,-,0.33,0.13
3/11/2011,17:21,0.48,-,-,0.33,0.15
3/11/2011,17:22,0.37,-,-,0.32,0.05
3/11/2011,17:23,0.19,-,-,0.32,-0.13
3/11/2011,17:24,0.11,0.17,1.23,0.32,-0.21
3/11/2011,17:25,0.11,-,-,0.32,-0.21
3/11/2011,17:26,0.17,-,-,0.32,-0.15
3/11/2011,17:27,0.37,-,-,0.32,0.05
3/11/2011,17:28,0.54,-,-,0.32,0.22
3/11/2011,17:29,0.74,-,-,0.32,0.42
3/11/2011,17:30,0.91,0.81,0.97,0.32,0.59
3/11/2011,17:31,0.97,-,-,0.32,0.65
3/11/2011,17:32,0.93,-,-,0.32,0.61
3/11/2011,17:33,0.86,-,-,0.32,0.54
3/11/2011,17:34,0.69,-,-,0.31,0.38
3/11/2011,17:35,0.45,-,-,0.31,0.14
3/11/2011,17:36,0.26,0.36,1.6,0.31,-0.05
3/11/2011,17:37,0.05,-,-,0.31,-0.26
3/11/2011,17:38,-0.06,-,-,0.31,-0.37
3/11/2011,17:39,-0.09,-,-,0.31,-0.4
3/11/2011,17:40,-0.13,-,-,0.31,-0.44
3/11/2011,17:41,-0.03,-,-,0.31,-0.34
3/11/2011,17:42,0.11,0.02,1.16,0.31,-0.2
3/11/2011,17:43,0.13,-,-,0.31,-0.18
3/11/2011,17:44,0.23,-,-,0.31,-0.08
3/11/2011,17:45,0.36,-,-,0.31,0.05
3/11/2011,17:46,0.33,-,-,0.3,0.03
3/11/2011,17:47,0.32,-,-,0.3,0.02
3/11/2011,17:48,0.35,0.32,0.81,0.3,0.05
3/11/2011,17:49,0.28,-,-,0.3,-0.02
3/11/2011,17:50,0.33,-,-,0.3,0.03
3/11/2011,17:51,0.4,-,-,0.3,0.1
3/11/2011,17:52,0.4,-,-,0.29,0.11
3/11/2011,17:53,0.47,-,-,0.29,0.18
3/11/2011,17:54,0.51,0.46,1.11,0.29,0.22
3/11/2011,17:55,0.36,-,-,0.29,0.07
3/11/2011,17:56,0.34,-,-,0.29,0.05
3/11/2011,17:57,0.31,-,-,0.29,0.02
3/11/2011,17:58,0.25,-,-,0.29,-0.04
3/11/2011,17:59,0.25,-,-,0.29,-0.04
3/11/2011,18:00,0.18,0.19,0.99,0.29,-0.11
3/11/2011,18:01,0.01,-,-,0.29,-0.28
3/11/2011,18:02,0,-,-,0.29,-0.29
3/11/2011,18:03,0.07,-,-,0.29,-0.22
3/11/2011,18:04,-0.02,-,-,0.28,-0.3
3/11/2011,18:05,-0.01,-,-,0.28,-0.29
3/11/2011,18:06,0.05,0.01,0.99,0.28,-0.23
3/11/2011,18:07,0.05,-,-,0.28,-0.23
3/11/2011,18:08,0.16,-,-,0.28,-0.12
3/11/2011,18:09,0.37,-,-,0.28,0.09
3/11/2011,18:10,0.53,-,-,0.28,0.25
3/11/2011,18:11,0.71,-,-,0.28,0.43
3/11/2011,18:12,0.78,0.73,0.8,0.28,0.5
3/11/2011,18:13,0.79,-,-,0.28,0.51
3/11/2011,18:14,0.76,-,-,0.28,0.48
3/11/2011,18:15,0.65,-,-,0.28,0.37
3/11/2011,18:16,0.37,-,-,0.27,0.1
3/11/2011,18:17,0.14,-,-,0.27,-0.13
3/11/2011,18:18,-0.04,0.05,1.51,0.27,-0.31
3/11/2011,18:19,-0.21,-,-,0.27,-0.48
3/11/2011,18:20,-0.34,-,-,0.27,-0.61
3/11/2011,18:21,-0.32,-,-,0.27,-0.59
3/11/2011,18:22,-0.26,-,-,0.26,-0.52
3/11/2011,18:23,-0.11,-,-,0.26,-0.37
3/11/2011,18:24,0.14,0.03,0.86,0.26,-0.12
3/11/2011,18:25,0.37,-,-,0.26,0.11
3/11/2011,18:26,0.56,-,-,0.26,0.3
3/11/2011,18:27,0.65,-,-,0.26,0.39
3/11/2011,18:28,0.61,-,-,0.26,0.35
3/11/2011,18:29,0.53,-,-,0.26,0.27
3/11/2011,18:30,0.4,0.46,0.8,0.26,0.14
3/11/2011,18:31,0.22,-,-,0.26,-0.04
3/11/2011,18:32,0.09,-,-,0.26,-0.17
3/11/2011,18:33,-0.02,-,-,0.26,-0.28
3/11/2011,18:34,-0.17,-,-,0.25,-0.42
3/11/2011,18:35,-0.23,-,-,0.25,-0.48
3/11/2011,18:36,-0.12,-0.15,1.26,0.25,-0.37
3/11/2011,18:37,0.07,-,-,0.25,-0.18
3/11/2011,18:38,0.26,-,-,0.25,0.01
3/11/2011,18:39,0.47,-,-,0.25,0.22
3/11/2011,18:40,0.61,-,-,0.24,0.37
3/11/2011,18:41,0.72,-,-,0.24,0.48
3/11/2011,18:42,0.69,0.67,0.64,0.24,0.45
3/11/2011,18:43,0.5,-,-,0.24,0.26
3/11/2011,18:44,0.32,-,-,0.24,0.08
3/11/2011,18:45,0.2,-,-,0.24,-0.04
3/11/2011,18:46,0.04,-,-,0.23,-0.19
3/11/2011,18:47,-0.09,-,-,0.23,-0.32
3/11/2011,18:48,-0.05,-0.04,1.46,0.23,-0.28
3/11/2011,18:49,0.04,-,-,0.23,-0.19
3/11/2011,18:50,0.15,-,-,0.23,-0.08
3/11/2011,18:51,0.24,-,-,0.23,0.01
3/11/2011,18:52,0.3,-,-,0.23,0.07
3/11/2011,18:53,0.38,-,-,0.23,0.15
3/11/2011,18:54,0.34,0.34,0.75,0.23,0.11
3/11/2011,18:55,0.26,-,-,0.23,0.03
3/11/2011,18:56,0.16,-,-,0.23,-0.07
3/11/2011,18:57,0,-,-,0.23,-0.23
3/11/2011,18:58,-0.03,-,-,0.22,-0.25
3/11/2011,18:59,0.03,-,-,0.22,-0.19
3/11/2011,19:00,0.11,0.08,1.13,0.22,-0.11
3/11/2011,19:01,0.25,-,-,0.22,0.03
3/11/2011,19:02,0.32,-,-,0.22,0.1
3/11/2011,19:03,0.46,-,-,0.22,0.24
3/11/2011,19:04,0.46,-,-,0.21,0.25
3/11/2011,19:05,0.41,-,-,0.21,0.2
3/11/2011,19:06,0.31,0.34,0.87,0.21,0.1
3/11/2011,19:07,0.18,-,-,0.21,-0.03
3/11/2011,19:08,0.06,-,-,0.21,-0.15
3/11/2011,19:09,-0.09,-,-,0.21,-0.3
3/11/2011,19:10,-0.19,-,-,0.2,-0.39
3/11/2011,19:11,-0.09,-,-,0.2,-0.29
3/11/2011,19:12,-0.09,-0.09,1.14,0.2,-0.29
3/11/2011,19:13,0.04,-,-,0.2,-0.16
3/11/2011,19:14,0.18,-,-,0.2,-0.02
3/11/2011,19:15,0.33,-,-,0.2,0.13
3/11/2011,19:16,0.49,-,-,0.2,0.29
3/11/2011,19:17,0.56,-,-,0.2,0.36
3/11/2011,19:18,0.57,0.56,0.7,0.2,0.37
3/11/2011,19:19,0.52,-,-,0.2,0.32
3/11/2011,19:20,0.39,-,-,0.2,0.19
3/11/2011,19:21,0.24,-,-,0.2,0.04
3/11/2011,19:22,0.16,-,-,0.19,-0.03
3/11/2011,19:23,0.15,-,-,0.19,-0.04
3/11/2011,19:24,0.1,0.12,1.35,0.19,-0.09
3/11/2011,19:25,0.08,-,-,0.19,-0.11
3/11/2011,19:26,0.01,-,-,0.19,-0.18
3/11/2011,19:27,-0.01,-,-,0.19,-0.2
3/11/2011,19:28,0.06,-,-,0.18,-0.12
3/11/2011,19:29,0.14,-,-,0.18,-0.04
3/11/2011,19:30,0.19,0.16,0.92,0.18,0.01
3/11/2011,19:31,0.21,-,-,0.18,0.03
3/11/2011,19:32,0.21,-,-,0.18,0.03
3/11/2011,19:33,0.15,-,-,0.18,-0.03
3/11/2011,19:34,0.16,-,-,0.17,-0.01
3/11/2011,19:35,0.22,-,-,0.17,0.05
3/11/2011,19:36,0.2,0.2,0.95,0.17,0.03
3/11/2011,19:37,0.22,-,-,0.17,0.05
3/11/2011,19:38,0.22,-,-,0.17,0.05
3/11/2011,19:39,0.19,-,-,0.17,0.02
3/11/2011,19:40,0.17,-,-,0.17,0
3/11/2011,19:41,0.13,-,-,0.17,-0.04
3/11/2011,19:42,0.06,0.09,-,0.17,-0.11
3/11/2011,19:43,-0.04,-,-,0.17,-0.21
3/11/2011,19:44,-0.1,-,-,0.17,-0.27
3/11/2011,19:45,-0.2,-,-,0.17,-0.37
3/11/2011,19:46,-0.22,-,-,0.16,-0.38
3/11/2011,19:47,-0.25,-,-,0.16,-0.41
3/11/2011,19:48,-0.23,-0.23,-,0.16,-0.39
3/11/2011,19:49,-0.15,-,-,0.16,-0.31
3/11/2011,19:50,0,-,-,0.16,-0.16
3/11/2011,19:51,0.16,-,-,0.16,0
3/11/2011,19:52,0.34,-,-,0.15,0.19
3/11/2011,19:53,0.52,-,-,0.15,0.37
3/11/2011,19:54,0.62,0.55,-,0.15,0.47
3/11/2011,19:55,0.64,-,-,0.15,0.49
3/11/2011,19:56,0.64,-,-,0.15,0.49
3/11/2011,19:57,0.64,-,-,0.15,0.49
3/11/2011,19:58,0.55,-,-,0.14,0.41
3/11/2011,19:59,0.46,-,-,0.14,0.32
3/11/2011,20:00,0.33,0.38,-,0.14,0.19
3/11/2011,20:01,0.14,-,-,0.14,0
3/11/2011,20:02,0.04,-,-,0.14,-0.1
3/11/2011,20:03,-0.1,-,-,0.14,-0.24
3/11/2011,20:04,-0.2,-,-,0.14,-0.34
3/11/2011,20:05,-0.2,-,-,0.14,-0.34
3/11/2011,20:06,-0.22,-0.21,-,0.14,-0.36
3/11/2011,20:07,-0.18,-,-,0.14,-0.32
3/11/2011,20:08,-0.17,-,-,0.14,-0.31
3/11/2011,20:09,-0.07,-,-,0.14,-0.21
3/11/2011,20:10,0.08,-,-,0.13,-0.05
3/11/2011,20:11,0.23,-,-,0.13,0.1
3/11/2011,20:12,0.36,0.29,-,0.13,0.23
3/11/2011,20:13,0.43,-,-,0.13,0.3
3/11/2011,20:14,0.47,-,-,0.13,0.34
3/11/2011,20:15,0.46,-,-,0.13,0.33
3/11/2011,20:16,0.4,-,-,0.12,0.28
3/11/2011,20:17,0.29,-,-,0.12,0.17
3/11/2011,20:18,0.19,0.24,-,0.12,0.07
3/11/2011,20:19,0.09,-,-,0.12,-0.03
3/11/2011,20:20,-0.03,-,-,0.12,-0.15
3/11/2011,20:21,-0.12,-,-,0.12,-0.24
3/11/2011,20:22,-0.15,-,-,0.12,-0.27
3/11/2011,20:23,-0.11,-,-,0.12,-0.23
3/11/2011,20:24,-0.02,-0.06,-,0.12,-0.14
3/11/2011,20:25,0.08,-,-,0.12,-0.04
3/11/2011,20:26,0.25,-,-,0.12,0.13
3/11/2011,20:27,0.32,-,-,0.12,0.2
3/11/2011,20:28,0.34,-,-,0.11,0.23
3/11/2011,20:29,0.36,-,-,0.11,0.25
3/11/2011,20:30,0.32,0.34,-,0.11,0.21
3/11/2011,20:31,0.32,-,-,0.11,0.21
3/11/2011,20:32,0.21,-,-,0.11,0.1
3/11/2011,20:33,0.05,-,-,0.11,-0.06
3/11/2011,20:34,-0.15,-,-,0.1,-0.25
3/11/2011,20:35,-0.3,-,-,0.1,-0.4
3/11/2011,20:36,-0.43,-0.37,-,0.1,-0.53
3/11/2011,20:37,-0.52,-,-,0.1,-0.62
3/11/2011,20:38,-0.49,-,-,0.1,-0.59
3/11/2011,20:39,-0.4,-,-,0.1,-0.5
3/11/2011,20:40,-0.29,-,-,0.1,-0.39
3/11/2011,20:41,-0.07,-,-,0.1,-0.17
3/11/2011,20:42,0.18,0.05,-,0.1,0.08
3/11/2011,20:43,0.36,-,-,0.1,0.26
3/11/2011,20:44,0.54,-,-,0.1,0.44
3/11/2011,20:45,0.65,-,-,0.1,0.55
3/11/2011,20:46,0.64,-,-,0.09,0.55
3/11/2011,20:47,0.64,-,-,0.09,0.55
3/11/2011,20:48,0.56,0.58,-,0.09,0.47
3/11/2011,20:49,0.43,-,-,0.09,0.34
3/11/2011,20:50,0.28,-,-,0.09,0.19
3/11/2011,20:51,0.16,-,-,0.09,0.07
3/11/2011,20:52,0.01,-,-,0.09,-0.08
3/11/2011,20:53,-0.09,-,-,0.09,-0.18
3/11/2011,20:54,-0.13,-0.11,-,0.09,-0.22
3/11/2011,20:55,-0.19,-,-,0.09,-0.28
3/11/2011,20:56,-0.19,-,-,0.09,-0.28
3/11/2011,20:57,-0.14,-,-,0.09,-0.23
3/11/2011,20:58,-0.04,-,-,0.08,-0.12
3/11/2011,20:59,0.03,-,-,0.08,-0.05
3/11/2011,21:00,0.18,0.11,-,0.08,0.1
3/11/2011,21:01,0.25,-,-,0.08,0.17
3/11/2011,21:02,0.31,-,-,0.08,0.23
3/11/2011,21:03,0.3,-,-,0.08,0.22
3/11/2011,21:04,-,-,-,0.07,-
3/11/2011,21:05,0.19,-,-,0.07,0.12
3/11/2011,21:06,0.12,0.16,-,0.07,0.05
3/11/2011,21:07,-0.01,-,-,0.07,-0.08
3/11/2011,21:08,-0.18,-,-,0.07,-0.25
3/11/2011,21:09,-0.29,-,-,0.07,-0.36
3/11/2011,21:10,-0.38,-,-,0.07,-0.45
3/11/2011,21:11,-0.42,-,-,0.07,-0.49
3/11/2011,21:12,-0.4,-0.4,-,0.07,-0.47
3/11/2011,21:13,-0.28,-,-,0.07,-0.35
3/11/2011,21:14,-0.13,-,-,0.07,-0.2
3/11/2011,21:15,0.07,-,-,0.07,0
3/11/2011,21:16,0.26,-,-,0.07,0.19
3/11/2011,21:17,0.45,-,-,0.07,0.38
3/11/2011,21:18,0.53,0.48,-,0.07,0.46
3/11/2011,21:19,0.57,-,-,0.07,0.5
3/11/2011,21:20,0.53,-,-,0.07,0.46
3/11/2011,21:21,0.47,-,-,0.07,0.4
3/11/2011,21:22,0.3,-,-,0.06,0.24
3/11/2011,21:23,0.24,-,-,0.06,0.18
3/11/2011,21:24,0.09,0.15,-,0.06,0.03
3/11/2011,21:25,-0.04,-,-,0.06,-0.1
3/11/2011,21:26,-0.09,-,-,0.06,-0.15
3/11/2011,21:27,-0.08,-,-,0.06,-0.14
3/11/2011,21:28,0.02,-,-,0.06,-0.04
3/11/2011,21:29,0.14,-,-,0.06,0.08
3/11/2011,21:30,0.22,0.16,-,0.06,0.16
3/11/2011,21:31,0.21,-,-,0.06,0.15
3/11/2011,21:32,0.21,-,-,0.06,0.15
3/11/2011,21:33,0.15,-,-,0.06,0.09
3/11/2011,21:34,0.03,-,-,0.05,-0.02
3/11/2011,21:35,-0.13,-,-,0.05,-0.18
3/11/2011,21:36,-0.29,-0.22,-,0.05,-0.34
3/11/2011,21:37,-0.5,-,-,0.05,-0.55
3/11/2011,21:38,-0.66,-,-,0.05,-0.71
3/11/2011,21:39,-0.75,-,-,0.05,-0.8
3/11/2011,21:40,-0.72,-,-,0.05,-0.77
3/11/2011,21:41,-0.55,-,-,0.05,-0.6
3/11/2011,21:42,-0.31,-0.42,-,0.05,-0.36
3/11/2011,21:43,-0.07,-,-,0.05,-0.12
3/11/2011,21:44,0.24,-,-,0.05,0.19
3/11/2011,21:45,0.52,-,-,0.05,0.47
3/11/2011,21:46,0.76,-,-,0.05,0.71
3/11/2011,21:47,0.87,-,-,0.05,0.82
3/11/2011,21:48,0.87,0.85,-,0.05,0.82
3/11/2011,21:49,0.77,-,-,0.05,0.72
3/11/2011,21:50,0.61,-,-,0.05,0.56
3/11/2011,21:51,0.41,-,-,0.05,0.36
3/11/2011,21:52,0.26,-,-,0.04,0.22
3/11/2011,21:53,0.08,-,-,0.04,0.04
3/11/2011,21:54,-0.08,0,-,0.04,-0.12
3/11/2011,21:55,-0.23,-,-,0.04,-0.27
3/11/2011,21:56,-0.35,-,-,0.04,-0.39
3/11/2011,21:57,-0.35,-,-,0.04,-0.39
3/11/2011,21:58,-0.25,-,-,0.04,-0.29
3/11/2011,21:59,-0.13,-,-,0.04,-0.17
3/11/2011,22:00,-0.03,-0.08,-,0.04,-0.07
3/11/2011,22:01,0.08,-,-,0.04,0.04
3/11/2011,22:02,0.21,-,-,0.04,0.17
3/11/2011,22:03,0.28,-,-,0.04,0.24
3/11/2011,22:04,0.39,-,-,0.04,0.35
3/11/2011,22:05,0.46,-,-,0.04,0.42
3/11/2011,22:06,0.44,0.43,-,0.04,0.4
3/11/2011,22:07,0.35,-,-,0.04,0.31
3/11/2011,22:08,0.21,-,-,0.04,0.17
